









Frequency of observations in the selected location(s).:
Number of taxa: 	854

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Pileated Woodpecker	0.0491819	0.0472885	0.0476848	0.0511065	0.049772	0.0567019	0.0615198	0.0624412	0.0653757	0.0651108	0.0729997	0.0725924	0.073078	0.0707696	0.0710014	0.0710523	0.0731037	0.0709817	0.0661493	0.0638828	0.0631234	0.0578461	0.0584252	0.0553585	0.0518472	0.0472082	0.0449994	0.0529653	0.0611612	0.0712107	0.0783187	0.0912693	0.096534	0.0893591	0.0870677	0.0806874	0.0758573	0.0662224	0.0607234	0.0493017	0.0494259	0.0434839	0.0507399	0.0494875	0.0472248	0.0506887	0.0604278	0.0579744	
Northern Flicker	0.3485691	0.3375381	0.3416664	0.3304915	0.339414	0.3417735	0.355525	0.3723118	0.3990991	0.4099426	0.443303	0.4488541	0.4428799	0.4180498	0.4073771	0.3813179	0.3577455	0.3409248	0.3264394	0.3130754	0.3013293	0.3032267	0.308522	0.3133586	0.3088347	0.3115564	0.3049819	0.3016195	0.2967973	0.2950514	0.2932265	0.3199587	0.3575978	0.4030109	0.4643314	0.4906118	0.4931631	0.4792348	0.4517256	0.4284122	0.4175493	0.4090348	0.4160219	0.403146	0.4091831	0.4072795	0.436117	0.4091062	
woodpecker sp.	0.0013381	0.0016296	0.0018958	0.0015374	0.0011483	0.0018856	0.0016121	0.0019138	0.0021646	0.0027067	0.0032605	0.0029241	0.0031916	0.004088	0.0041124	0.0032939	0.0034315	0.0037219	0.0031896	0.0031994	0.0034282	0.0031026	0.0038934	0.0029351	0.002693	0.0028756	0.002566	0.0025547	0.0025007	0.0020542	0.0018446	0.0024149	0.00284	0.0022303	0.0021113	0.0017381	0.0019404	0.0014875	0.0016599	0.0016343	0.0015424	0.0013325	0.0015774	9.897E-4	0.0012672	0.0011658	0.0018378	0.001785	
Crested Caracara	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21E-5	9.19E-5	0.0	2.04E-5	0.0	0.0	6.26E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Kestrel	0.0209874	0.0206718	0.0190547	0.0171908	0.0184061	0.0154348	0.0129966	0.0136235	0.0146547	0.0138041	0.0134562	0.0162589	0.0209096	0.0313638	0.0411238	0.045338	0.0430356	0.0450525	0.0509935	0.0431771	0.0358083	0.0306582	0.0348472	0.0348539	0.0319502	0.0332495	0.0328264	0.0326642	0.0360941	0.0351385	0.0402782	0.0409701	0.0439242	0.0428454	0.0442178	0.0345174	0.024831	0.0216279	0.0192614	0.0188441	0.0190231	0.0183295	0.0207692	0.0199364	0.0213737	0.0212858	0.0255826	0.0218342	
Merlin	0.0287344	0.0297553	0.0280839	0.0255998	0.0238197	0.0208221	0.0179126	0.0204353	0.0209436	0.0227662	0.0250492	0.027973	0.0332066	0.0359879	0.0366337	0.0390454	0.0335943	0.0264608	0.0209866	0.0177025	0.0142437	0.0142949	0.0152834	0.0189964	0.0222763	0.0270489	0.0355802	0.0395073	0.0469706	0.0501089	0.0538857	0.0583282	0.0606061	0.064004	0.0715454	0.0653382	0.0576964	0.0532516	0.0473408	0.0406844	0.0320137	0.0306792	0.0287689	0.0269707	0.0269916	0.031389	0.040322	0.0328547	
Gyrfalcon	0.0023945	0.0025048	0.0023136	0.0022828	0.0010827	0.001293	8.956E-4	0.0011353	7.605E-4	0.0011729	6.211E-4	3.347E-4	2.347E-4	1.117E-4	1.679E-4	4.66E-5	1.9E-5	0.0	6.09E-5	1.51E-5	0.0015	2.3E-5	2.42E-5	2.04E-5	1.046E-4	3.0E-5	1.878E-4	2.28E-5	0.0015	9.34E-5	0.0015	4.13E-5	2.76E-5	5.87E-5	2.97E-5	4.9E-5	0.0015	1.487E-4	1.037E-4	7.43E-5	2.399E-4	4.875E-4	0.0012394	0.0016967	0.0010138	0.0012089	0.0011027	0.0013194	
Peregrine Falcon	0.0191328	0.0200984	0.018412	0.0169811	0.0155517	0.0129027	0.0104689	0.012099	0.0112031	0.0098644	0.0082807	0.008103	0.0088238	0.0094493	0.0097774	0.0112957	0.0112044	0.0091452	0.0089594	0.0083607	0.0076305	0.0078139	0.0068437	0.0081529	0.0082621	0.0096154	0.0101389	0.0136177	0.0185592	0.0227202	0.0254611	0.0290815	0.0302203	0.033484	0.0337209	0.0350804	0.0300155	0.0279348	0.0275261	0.0255299	0.0224507	0.0241469	0.023586	0.0235772	0.0214581	0.0221493	0.0237815	0.0198422	
Prairie Falcon	0.001432	0.0020219	0.0012532	0.0011647	0.0013124	7.812E-4	4.379E-4	3.24E-5	2.34E-4	1.804E-4	1.553E-4	1.762E-4	1.173E-4	8.94E-5	3.147E-4	2.641E-4	2.275E-4	1.95E-4	4.266E-4	3.622E-4	2.212E-4	3.218E-4	9.67E-5	2.038E-4	2.615E-4	2.097E-4	4.694E-4	8.44E-4	9.942E-4	0.0013072	0.0015422	0.0015686	0.0012132	8.217E-4	7.434E-4	5.63E-4	1.819E-4	1.487E-4	1.037E-4	2.971E-4	3.428E-4	3.575E-4	4.131E-4	6.009E-4	7.603E-4	5.181E-4	3.676E-4	5.691E-4	
large falcon sp.	2.35E-5	0.0	3.21E-5	4.66E-5	0.0	0.0	0.0	0.0	2.93E-5	3.01E-5	2.59E-5	3.52E-5	2.35E-5	2.23E-5	2.1E-5	3.11E-5	1.9E-5	0.0	2.03E-5	3.02E-5	6.64E-5	0.0	2.42E-5	4.08E-5	5.23E-5	0.0	3.13E-5	4.56E-5	9.04E-5	9.34E-5	6.05E-5	8.26E-5	2.76E-5	2.93E-5	5.95E-5	2.45E-5	0.0015	2.97E-5	0.0	4.95E-5	0.0	0.0	0.0	3.53E-5	0.0	0.0	3.68E-5	5.17E-5	
small falcon sp.	4.7E-5	6.04E-5	0.0	2.33E-5	3.28E-5	0.0	1.99E-5	0.0	0.0	0.0	0.0	1.76E-5	7.04E-5	8.94E-5	8.39E-5	1.088E-4	1.706E-4	5.32E-5	1.422E-4	4.53E-5	4.42E-5	9.19E-5	0.0	4.08E-5	2.61E-5	3.0E-5	6.26E-5	1.369E-4	3.01E-5	1.245E-4	6.05E-5	6.19E-5	2.76E-5	5.87E-5	5.95E-5	4.9E-5	1.213E-4	5.95E-5	0.0	0.0	0.0	6.5E-5	3.76E-5	0.0	4.22E-5	0.0	3.68E-5	0.0	
falcon sp.	3.991E-4	7.243E-4	5.141E-4	4.426E-4	7.218E-4	3.502E-4	4.18E-4	1.946E-4	4.973E-4	5.113E-4	3.623E-4	3.523E-4	3.755E-4	4.244E-4	3.777E-4	4.661E-4	2.465E-4	3.367E-4	2.438E-4	1.207E-4	3.76E-4	2.758E-4	3.144E-4	2.242E-4	2.353E-4	2.995E-4	2.191E-4	4.334E-4	3.917E-4	5.291E-4	3.629E-4	4.954E-4	7.445E-4	7.337E-4	0.00113	6.61E-4	8.186E-4	5.95E-4	6.916E-4	5.695E-4	4.799E-4	3.575E-4	3.756E-4	6.363E-4	6.336E-4	3.022E-4	3.676E-4	8.537E-4	
diurnal raptor sp.	2.113E-4	1.811E-4	1.285E-4	2.562E-4	2.625E-4	2.424E-4	2.985E-4	2.271E-4	2.048E-4	2.105E-4	5.175E-4	3.699E-4	3.755E-4	5.138E-4	5.245E-4	3.418E-4	4.929E-4	4.431E-4	3.454E-4	2.566E-4	3.539E-4	2.758E-4	2.176E-4	3.261E-4	2.092E-4	2.396E-4	5.007E-4	5.474E-4	2.41E-4	2.49E-4	2.721E-4	3.922E-4	4.136E-4	7.337E-4	8.624E-4	8.079E-4	6.367E-4	8.032E-4	6.916E-4	3.962E-4	3.085E-4	2.275E-4	1.502E-4	4.949E-4	2.957E-4	4.749E-4	2.573E-4	2.07E-4	
Cockatiel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Budgerigar	2.35E-5	3.02E-5	0.0	0.0	0.0	2.69E-5	3.98E-5	0.0	2.93E-5	3.01E-5	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	2.3E-5	0.0	2.04E-5	0.0	0.0	3.13E-5	0.0	3.01E-5	6.22E-5	6.05E-5	4.13E-5	0.0	0.0	0.0	0.0	6.06E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45E-5	4.32E-5	3.68E-5	0.0	
Rosy-faced Lovebird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Monk Parakeet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Olive-sided Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.29E-5	0.0015382	0.0094982	0.0218528	0.0376458	0.0534696	0.0635879	0.0588573	0.0535887	0.0420896	0.0360813	0.0337287	0.0337339	0.0433394	0.0361243	0.0279801	0.0246749	0.0196698	0.0081617	0.0039324	0.0021707	5.386E-4	9.1E-5	0.0015	0.0	2.48E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Wood-Pewee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47E-5	6.29E-5	0.001243	0.0110528	0.0327526	0.0992849	0.1390842	0.1501559	0.1355258	0.1242745	0.1089234	0.0896541	0.0810268	0.0780135	0.0813412	0.0853243	0.0822284	0.0603871	0.0424768	0.0204594	0.0104179	0.0050254	5.63E-4	2.425E-4	2.97E-5	3.46E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
pewee sp. (Contopus sp.)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76E-5	0.0	0.0	4.9E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-bellied Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.09E-5	1.358E-4	9.732E-4	0.0024821	0.002515	0.0013452	6.014E-4	5.691E-4	1.565E-4	1.825E-4	1.205E-4	2.179E-4	2.419E-4	1.032E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Alder Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55E-5	0.0	7.09E-5	3.86E-4	0.0024599	0.0195298	0.0370702	0.0336139	0.0228894	0.0123931	0.0070093	0.0084804	0.0112226	0.0129854	0.0096794	0.006078	0.003096	0.0010202	2.935E-4	2.97E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Willow Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.223E-4	0.0013115	0.0147901	0.0801062	0.1609714	0.1735383	0.180088	0.1753292	0.1383899	0.1127786	0.1030792	0.1090557	0.1217197	0.1092126	0.0950106	0.0739938	0.042518	0.0198967	0.0090993	0.0015667	2.122E-4	8.92E-5	0.0	2.48E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Alder/Willow Flycatcher (Traill's Flycatcher)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	3.54E-5	6.09E-5	7.55E-5	1.327E-4	1.839E-4	1.451E-4	6.11E-5	1.569E-4	1.198E-4	1.252E-4	1.597E-4	8.737E-4	0.0012761	0.0014515	9.701E-4	4.136E-4	1.761E-4	0.0	0.0	3.03E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Least Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.55E-4	0.0053347	0.0172281	0.0333524	0.0418021	0.0444475	0.0372896	0.0330398	0.0263027	0.0167745	0.0131118	0.0097856	0.0081649	0.0099595	0.0086786	0.0058824	0.002647	0.0011738	8.029E-4	1.714E-4	3.03E-5	2.97E-5	0.0	0.0	0.0015	3.575E-4	1.878E-4	3.53E-5	8.026E-4	9.93E-4	3.68E-5	0.0	
Hammond's Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93E-5	0.0	0.0	0.0	0.0015	5.361E-4	0.0100501	0.0476997	0.0781656	0.0924268	0.0976799	0.1017929	0.1003251	0.088872	0.080504	0.0761689	0.0605538	0.0515217	0.0377081	0.0254334	0.0184387	0.0205104	0.0218022	0.0252012	0.0196322	0.0165512	0.0185851	0.0105021	0.003517	6.842E-4	1.037E-4	4.95E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gray Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76E-5	2.35E-5	0.0	2.1E-5	1.864E-4	5.688E-4	0.0011343	0.0031693	0.0021279	0.0021675	0.0018386	0.0015235	0.0013452	0.0013073	8.088E-4	8.449E-4	4.106E-4	4.519E-4	3.424E-4	4.233E-4	4.954E-4	2.757E-4	2.93E-5	5.95E-5	2.45E-5	0.0	0.0	0.0	0.0	0.0	1.625E-4	3.005E-4	4.949E-4	2.957E-4	0.0	0.0	0.0	
Dusky Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23E-5	1.469E-4	0.0064791	0.0225605	0.0366694	0.0517858	0.0510851	0.049123	0.0455507	0.036685	0.0330602	0.0287866	0.028277	0.0231881	0.0198677	0.0182881	0.017896	0.0139401	0.0106089	0.0062316	0.0043432	0.0035089	0.0015423	6.973E-4	8.92E-5	6.92E-5	4.95E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hammond's/Dusky Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1E-5	4.66E-5	4.36E-4	5.494E-4	6.501E-4	3.32E-4	6.414E-4	3.677E-4	1.693E-4	3.669E-4	2.092E-4	1.498E-4	3.755E-4	2.509E-4	3.01E-5	6.22E-5	9.07E-5	0.0	1.103E-4	5.87E-5	0.0	2.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.04E-5	2.234E-4	0.0052664	0.038486	0.0891615	0.1178775	0.1293324	0.1586128	0.1853449	0.1943372	0.19438	0.1983409	0.1909954	0.1871555	0.1789022	0.1530794	0.0898738	0.0671958	0.0569096	0.054902	0.034632	0.0259127	0.0242053	0.0091312	0.002092	3.272E-4	6.92E-5	1.238E-4	3.43E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Empidonax sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23E-5	6.714E-4	0.0021908	0.0037348	0.0045372	0.0058104	0.0042106	0.0037821	0.0035852	0.0034581	0.0031797	0.003582	0.0040439	0.0049443	0.0055429	0.0057244	0.0082789	0.0100393	0.0111662	0.0076654	0.0046954	0.0049362	0.0023256	7.276E-4	8.92E-5	3.46E-5	4.95E-5	0.0	1.3E-4	0.0	0.0	0.0	0.0	0.0	2.59E-5	
Black Phoebe	0.001432	8.752E-4	6.748E-4	3.261E-4	3.609E-4	5.39E-5	2.189E-4	9.73E-5	0.0	3.01E-5	0.0	3.52E-5	5.632E-4	6.925E-4	3.147E-4	4.04E-4	1.9E-5	1.418E-4	1.828E-4	1.509E-4	2.21E-5	1.379E-4	4.837E-4	1.427E-4	2.615E-4	4.793E-4	9.39E-5	2.737E-4	1.205E-4	0.0012761	0.0016027	0.001032	7.721E-4	6.163E-4	8.326E-4	2.938E-4	3.941E-4	4.462E-4	4.841E-4	2.724E-4	4.113E-4	8.45E-4	1.127E-4	2.828E-4	0.001225	7.772E-4	6.616E-4	5.95E-4	
Eastern Phoebe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.633E-4	0.0015	0.0	5.28E-5	0.0	0.0	2.1E-5	4.195E-4	0.0010427	0.0021091	0.002377	0.00329	0.0025878	0.0035852	0.0028536	0.0020382	0.0011504	0.0010784	8.449E-4	9.352E-4	5.122E-4	7.47E-4	6.955E-4	2.477E-4	1.379E-4	0.0	0.0	4.9E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.159E-4	3.308E-4	0.0	
Black x Eastern Phoebe (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04E-5	2.61E-5	3.0E-5	6.26E-5	2.28E-5	3.01E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Say's Phoebe	1.643E-4	4.225E-4	9.64E-5	2.33E-5	1.312E-4	3.502E-4	4.976E-4	0.0026923	0.0070787	0.0128718	0.0204948	0.0281139	0.0291467	0.029666	0.0269193	0.0219698	0.0200959	0.0205413	0.0291943	0.0253992	0.0195961	0.0176273	0.0179193	0.0172435	0.014877	0.0134496	0.0134873	0.0124316	0.0101534	0.0097417	0.0094648	0.0117441	0.0095404	0.0082169	0.0055012	0.0026439	8.792E-4	4.462E-4	6.57E-4	2.229E-4	3.085E-4	2.275E-4	5.258E-4	3.535E-4	4.224E-4	2.159E-4	3.68E-5	1.035E-4	
Vermilion Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ash-throated Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77E-5	2.03E-5	4.53E-5	2.21E-5	1.839E-4	1.209E-4	4.08E-5	1.83E-4	0.0	0.0015	0.0015	0.0	0.0	2.117E-4	7.843E-4	3.585E-4	4.108E-4	7.137E-4	0.0013219	6.973E-4	6.842E-4	6.916E-4	1.486E-4	1.714E-4	3.25E-4	1.127E-4	0.0	0.0	0.0	0.0015	0.0015	
Great Crested Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45E-5	0.0	0.0	0.0	4.95E-5	1.371E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Myiarchus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.42E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tropical Kingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.79E-5	0.0012127	0.0015767	0.0032506	0.0042344	0.0035304	0.0039974	0.0019154	7.423E-4	8.87E-4	8.64E-5	0.0015	0.0	
Western Kingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52E-5	2.35E-5	8.94E-5	1.888E-4	0.005609	0.0141051	0.0206831	0.0340904	0.0379101	0.0315175	0.0256941	0.0282695	0.0250296	0.0231652	0.0181524	0.0170234	0.0140511	0.0100328	0.0068472	0.0051406	0.0026625	9.099E-4	4.402E-4	1.487E-4	1.469E-4	6.06E-5	0.0	0.0	1.238E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
yellow-bellied kingbird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.028E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Kingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23E-5	0.0	1.55E-5	1.327E-4	0.0015774	0.0190159	0.0584196	0.0789154	0.0779095	0.0752322	0.0651217	0.0597955	0.0571831	0.061835	0.0632527	0.0743274	0.0787737	0.0659208	0.0359752	0.0082168	0.0017608	2.379E-4	7.34E-5	3.03E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western x Eastern Kingbird (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21E-5	2.3E-5	2.42E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Scissor-tailed Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.358E-4	0.0015	0.0015	7.25E-5	1.019E-4	2.61E-5	0.0	0.0015	0.0	0.0	0.0	1.814E-4	4.128E-4	0.0015	0.0	0.0	0.0015	0.0015	1.487E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tyrannus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
new world flycatcher sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01E-5	0.0	0.0	4.69E-5	4.47E-5	1.049E-4	2.486E-4	5.688E-4	9.039E-4	0.0010158	0.0010413	0.0010838	9.882E-4	0.0010882	7.338E-4	4.706E-4	0.0012281	0.0010953	0.0013458	0.0012051	9.648E-4	0.0012096	9.082E-4	6.893E-4	2.935E-4	1.784E-4	1.469E-4	3.03E-5	0.0	0.0	0.0	3.43E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-capped Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.34E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-eyed Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.85E-5	2.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69E-4	0.0	0.0	0.0	
Bell's Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.721E-4	7.337E-4	3.271E-4	0.0	0.0	0.0	0.0	0.0	3.77E-4	9.75E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Hutton's Vireo	0.0036622	0.0040438	0.0044022	0.007058	0.0067259	0.0103976	0.0093544	0.0156671	0.0199491	0.0204505	0.0253597	0.0236925	0.0205811	0.0214453	0.0205409	0.0204161	0.0217264	0.0196728	0.0158466	0.0155142	0.014487	0.0135595	0.0130103	0.0137785	0.0148508	0.0143482	0.0150207	0.0177007	0.0164502	0.0164021	0.018234	0.0188029	0.0192737	0.0171382	0.0195664	0.0175035	0.0170694	0.0136848	0.0089218	0.0061658	0.0058612	0.0057849	0.005258	0.0053022	0.0054913	0.0038858	0.0059178	0.0051481	
Cassin's Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.057E-4	0.0011968	0.0034402	0.0088542	0.0194372	0.0379168	0.0474806	0.0545488	0.0572726	0.0548072	0.0507676	0.0505901	0.0519343	0.0434021	0.0364246	0.0293842	0.0258212	0.0250068	0.0293184	0.0276988	0.0321569	0.029917	0.0187229	0.0117756	0.0055326	0.0019404	7.14E-4	1.037E-4	4.21E-4	6.86E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Blue-headed Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9E-5	4.254E-4	0.0010971	0.0022185	0.0029859	0.0040908	0.0037967	0.0025886	0.0018564	0.0010784	6.259E-4	3.422E-4	2.109E-4	4.98E-4	4.233E-4	4.128E-4	1.379E-4	5.87E-5	0.0	2.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
